MBD2	ENHA_8_128521000_128522000_HINFP
ENHA_8_127891000_127892000_SP1	RXRA
ENHA_8_127891000_127892000_SP1	HCFC1
ENHA_8_127891000_127892000_SP1	SMAD3
ENHA_8_127891000_127892000_SP1	HDAC1
ENHA_8_127891000_127892000_SP1	PML
ENHA_8_127891000_127892000_SP1	SMARCA4
ENHA_8_127891000_127892000_SP1	TBP
ENHA_8_127891000_127892000_SP1	NCOR2
ENHA_8_127891000_127892000_SP1	TP53
ENHA_8_127891000_127892000_SP1	JUN
ENHA_8_127891000_127892000_SP1	HDAC2
ENHA_8_127891000_127892000_SP1	PPARG
ENHA_8_127891000_127892000_SP1	EP300
ENHA_8_127891000_127892000_SP1	ENHA_8_127891000_127892000_SP3
ENHA_8_127891000_127892000_SP1	ENHA_8_127891000_127892000_TFAP2A
ENHA_8_127891000_127892000_SP1	ENHA_8_127891000_127892000_EGR1
ENHA_8_127891000_127892000_SP1	ENHA_8_127891000_127892000_SREBF2
ENHA_8_127891000_127892000_SP1	ENHA_8_127891000_127892000_STAT3
ENHA_8_127891000_127892000_SP1	ENHA_8_127891000_127892000_MYC
ENHA_8_127891000_127892000_SP1	ENHA_8_127891000_127892000_KLF4
ENHA_8_127883000_127884000_STAT1	ENHA_8_127883000_127884000_IRF1
ENHA_8_127883000_127884000_STAT1	STAT3
ENHA_8_127883000_127884000_STAT1	UBE2I
ENHA_8_127883000_127884000_STAT1	EIF1AD
ENHA_8_127883000_127884000_STAT1	BRCA1
ENHA_8_127883000_127884000_STAT1	PRKCD
ENHA_8_127883000_127884000_STAT1	RARA
ENHA_8_127883000_127884000_STAT1	RXRA
ENHA_8_127883000_127884000_STAT1	PIAS1
ENHA_8_127883000_127884000_STAT1	XPO1
ENHA_8_127883000_127884000_STAT1	HDAC1
ENHA_8_127883000_127884000_STAT1	SMARCA4
ENHA_8_127883000_127884000_STAT1	MBD1
ENHA_8_127883000_127884000_STAT1	HDAC3
ENHA_8_127883000_127884000_STAT1	TP53
ENHA_8_127883000_127884000_STAT1	FOS
ENHA_8_127883000_127884000_STAT1	CREBBP
ENHA_8_127883000_127884000_STAT1	PPARG
ENHA_8_127883000_127884000_STAT1	EP300
ENHA_8_127883000_127884000_ELF1	ENHA_8_127883000_127884000_REL
ENHA_8_127883000_127884000_ELF1	RB1
ENHA_8_127883000_127884000_NFKB1	ENHA_8_127883000_127884000_REL
ENHA_8_127883000_127884000_NFKB1	STAT3
ENHA_8_127883000_127884000_NFKB1	IKBKB
ENHA_8_127883000_127884000_NFKB1	CTNNB1
ENHA_8_127883000_127884000_NFKB1	NFKBIB
ENHA_8_127883000_127884000_NFKB1	PARP1
ENHA_8_127883000_127884000_NFKB1	GSK3B
ENHA_8_127883000_127884000_NFKB1	CEBPB
ENHA_8_127883000_127884000_NFKB1	SMAD4
ENHA_8_127883000_127884000_NFKB1	COMMD1
ENHA_8_127883000_127884000_NFKB1	COMMD8
ENHA_8_127883000_127884000_NFKB1	COMMD4
ENHA_8_127883000_127884000_NFKB1	COMMD6
ENHA_8_127883000_127884000_NFKB1	HDAC1
ENHA_8_127883000_127884000_NFKB1	PML
ENHA_8_127883000_127884000_NFKB1	NOTCH1
ENHA_8_127883000_127884000_NFKB1	HDAC3
ENHA_8_127883000_127884000_NFKB1	AURKA
ENHA_8_127883000_127884000_NFKB1	KAT5
ENHA_8_127883000_127884000_NFKB1	PPARG
ENHA_8_127883000_127884000_NFKB1	EP300
ENHA_8_127883000_127884000_NFKB1	ENHA_8_127883000_127884000_ELF1
ENHA_8_127883000_127884000_XBP1	UBE2I
ENHA_8_127883000_127884000_XBP1	HIF1A
ENHA_8_127883000_127884000_RUNX2	YAP1
ENHA_8_127883000_127884000_RUNX2	HIF1A
ENHA_8_127883000_127884000_RUNX2	FHL2
ENHA_8_127883000_127884000_RUNX2	PIN1
ENHA_8_127883000_127884000_RUNX2	SMAD3
ENHA_8_127883000_127884000_RUNX2	HDAC1
ENHA_8_127883000_127884000_RUNX2	HDAC3
ENHA_8_127883000_127884000_RUNX2	JUN
ENHA_8_127883000_127884000_RUNX2	FOS
ENHA_8_127883000_127884000_BCL6	BCOR
ENHA_8_127883000_127884000_BCL6	DROSHA
ENHA_8_127883000_127884000_BCL6	E2F3
ENHA_8_127883000_127884000_BCL6	ZBTB17
ENHA_8_127883000_127884000_BCL6	NCOR1
ENHA_8_127883000_127884000_BCL6	MED23
ENHA_8_127883000_127884000_BCL6	PATZ1
ENHA_8_127883000_127884000_BCL6	GLRX3
ENHA_8_127883000_127884000_BCL6	CTBP1
ENHA_8_127883000_127884000_BCL6	NACC1
ENHA_8_127883000_127884000_BCL6	PIN1
ENHA_8_127883000_127884000_BCL6	YY1
ENHA_8_127883000_127884000_BCL6	HDAC1
ENHA_8_127883000_127884000_BCL6	KDM2A
ENHA_8_127883000_127884000_BCL6	NCOR2
ENHA_8_127883000_127884000_BCL6	SIAH1
ENHA_8_127883000_127884000_BCL6	HDAC3
ENHA_8_127883000_127884000_BCL6	JUN
ENHA_8_127883000_127884000_BCL6	EP300
ENHA_8_127883000_127884000_RELA	ENHA_8_127883000_127884000_REL
ENHA_8_127883000_127884000_RELA	STAT3
ENHA_8_127883000_127884000_RELA	IKBKB
ENHA_8_127883000_127884000_RELA	CARM1
ENHA_8_127883000_127884000_RELA	NCOA3
ENHA_8_127883000_127884000_RELA	MDM2
ENHA_8_127883000_127884000_RELA	BRCA1
ENHA_8_127883000_127884000_RELA	PIN1
ENHA_8_127883000_127884000_RELA	SIRT1
ENHA_8_127883000_127884000_RELA	UBA52
ENHA_8_127883000_127884000_RELA	PARP1
ENHA_8_127883000_127884000_RELA	GSK3B
ENHA_8_127883000_127884000_RELA	CEBPB
ENHA_8_127883000_127884000_RELA	SMAD4
ENHA_8_127883000_127884000_RELA	RXRA
ENHA_8_127883000_127884000_RELA	COMMD1
ENHA_8_127883000_127884000_RELA	COMMD8
ENHA_8_127883000_127884000_RELA	COMMD4
ENHA_8_127883000_127884000_RELA	COMMD6
ENHA_8_127883000_127884000_RELA	KPNA2
ENHA_8_127883000_127884000_RELA	SMAD3
ENHA_8_127883000_127884000_RELA	HDAC1
ENHA_8_127883000_127884000_RELA	PML
ENHA_8_127883000_127884000_RELA	OGT
ENHA_8_127883000_127884000_RELA	TBP
ENHA_8_127883000_127884000_RELA	KDM2A
ENHA_8_127883000_127884000_RELA	NCOR2
ENHA_8_127883000_127884000_RELA	HDAC3
ENHA_8_127883000_127884000_RELA	TP53
ENHA_8_127883000_127884000_RELA	FOS
ENHA_8_127883000_127884000_RELA	KEAP1
ENHA_8_127883000_127884000_RELA	CREBBP
ENHA_8_127883000_127884000_RELA	HDAC2
ENHA_8_127883000_127884000_RELA	KAT5
ENHA_8_127883000_127884000_RELA	PPARG
ENHA_8_127883000_127884000_RELA	EP300
ENHA_8_127883000_127884000_RELA	ENHA_8_127883000_127884000_STAT1
ENHA_8_127883000_127884000_RELA	ENHA_8_127883000_127884000_NFKB1
PROM_ATF6	ACLY
PROM_ATF6	XBP1
PROM_ATF6	STK40
PROM_ATF6	NFYC
PROM_ATF6	SREBF2
PROM_ATF6	CREB1
PROM_ATF6	RFWD2
PROM_ATF6	APP
PROM_ATF6	SRF
PROM_ATF6	YY1
PROM_ATF6	ENHA_8_128574000_128575000_CREB1
PROM_ATF6	ENHA_8_128561000_128562000_CREB1
PROM_ATF6	ENHA_8_128534000_128535000_YY1
PROM_ATF6	ENHA_8_128534000_128535000_SRF
PROM_ATF6	ENHA_8_128522000_128523000_SRF
PROM_ATF6	ENHA_8_128507000_128508000_CREB1
PROM_ATF6	ENHA_8_128506000_128507000_CREB1
PROM_ATF6	ENHA_8_128506000_128507000_YY1
PROM_ATF6	ENHA_8_128343000_128344000_YY1
PROM_ATF6	ENHA_8_128343000_128344000_SRF
PROM_ATF6	ENHA_8_128284000_128285000_NFYC
PROM_ATF6	ENHA_8_128229000_128230000_SREBF2
PROM_ATF6	ENHA_8_128146000_128147000_SREBF2
PROM_ATF6	ENHA_8_128116000_128117000_YY1
PROM_ATF6	ENHA_8_128116000_128117000_SRF
PROM_ATF6	ENHA_8_128106000_128107000_CREB1
PROM_ATF6	ENHA_8_128106000_128107000_SREBF2
PROM_ATF6	ENHA_8_128068000_128069000_SRF
PROM_ATF6	ENHA_8_128057000_128058000_NFYC
PROM_ATF6	ENHA_8_128057000_128058000_YY1
PROM_ATF6	ENHA_8_128056000_128057000_NFYC
PROM_ATF6	ENHA_8_127965000_127966000_CREB1
PROM_ATF6	ENHA_8_127948000_127949000_CREB1
PROM_ATF6	ENHA_8_127948000_127949000_SREBF2
PROM_ATF6	ENHA_8_127947000_127948000_YY1
PROM_ATF6	ENHA_8_127946000_127947000_CREB1
PROM_ATF6	ENHA_8_127945000_127946000_SREBF2
PROM_ATF6	ENHA_8_127944000_127945000_XBP1
PROM_ATF6	ENHA_8_127940000_127941000_YY1
PROM_ATF6	ENHA_8_127939000_127940000_SRF
PROM_ATF6	ENHA_8_127938000_127939000_SREBF2
PROM_ATF6	ENHA_8_127927000_127928000_SRF
PROM_ATF6	ENHA_8_127896000_127897000_CREB1
PROM_ATF6	ENHA_8_127896000_127897000_YY1
PROM_ATF6	ENHA_8_127891000_127892000_SREBF2
PROM_ATF6	ENHA_8_127883000_127884000_XBP1
ENHA_8_127882000_127883000_TP53	PRKAB2
ENHA_8_127882000_127883000_TP53	CRK
ENHA_8_127882000_127883000_TP53	APPL1
ENHA_8_127882000_127883000_TP53	STAT1
ENHA_8_127882000_127883000_TP53	MDM4
ENHA_8_127882000_127883000_TP53	GTF2H1
ENHA_8_127882000_127883000_TP53	PHB
ENHA_8_127882000_127883000_TP53	RPS7
ENHA_8_127882000_127883000_TP53	MAD2L1BP
ENHA_8_127882000_127883000_TP53	TRRAP
ENHA_8_127882000_127883000_TP53	SREBF2
ENHA_8_127882000_127883000_TP53	RYBP
ENHA_8_127882000_127883000_TP53	CREB1
ENHA_8_127882000_127883000_TP53	RFWD2
ENHA_8_127882000_127883000_TP53	ZBTB17
ENHA_8_127882000_127883000_TP53	SET
ENHA_8_127882000_127883000_TP53	NCOR1
ENHA_8_127882000_127883000_TP53	WDR5
ENHA_8_127882000_127883000_TP53	CDK2
ENHA_8_127882000_127883000_TP53	OTUB1
ENHA_8_127882000_127883000_TP53	MDM2
ENHA_8_127882000_127883000_TP53	BRCA1
ENHA_8_127882000_127883000_TP53	BANP
ENHA_8_127882000_127883000_TP53	PIN1
ENHA_8_127882000_127883000_TP53	YY1
ENHA_8_127882000_127883000_TP53	SIRT1
ENHA_8_127882000_127883000_TP53	SMAD2
ENHA_8_127882000_127883000_TP53	UBA52
ENHA_8_127882000_127883000_TP53	PARP1
ENHA_8_127882000_127883000_TP53	GSK3B
ENHA_8_127882000_127883000_TP53	CEBPB
ENHA_8_127882000_127883000_TP53	SUMO1
ENHA_8_127882000_127883000_TP53	PIAS1
ENHA_8_127882000_127883000_TP53	RB1
ENHA_8_127882000_127883000_TP53	SMAD3
ENHA_8_127882000_127883000_TP53	HDAC1
ENHA_8_127882000_127883000_TP53	PML
ENHA_8_127882000_127883000_TP53	KAT2B
ENHA_8_127882000_127883000_TP53	KDM1A
ENHA_8_127882000_127883000_TP53	NCOR2
ENHA_8_127882000_127883000_TP53	MAPK14
ENHA_8_127882000_127883000_TP53	HUWE1
ENHA_8_127882000_127883000_TP53	CREBBP
ENHA_8_127882000_127883000_TP53	HDAC2
ENHA_8_127882000_127883000_TP53	AURKA
ENHA_8_127882000_127883000_TP53	KAT5
ENHA_8_127882000_127883000_TP53	VHL
ENHA_8_127882000_127883000_TP53	EP300
PROM_TFAP2C	CCNG1
PROM_TFAP2C	KDM5B
PROM_TFAP2C	CITED2
PROM_TFAP2C	UBE2I
PROM_TFAP2C	IKBKB
PROM_TFAP2C	MYC
PROM_TFAP2C	RARA
PROM_TFAP2C	TP53
PROM_TFAP2C	ENHA_8_128593000_128594000_TP53
PROM_TFAP2C	ENHA_8_128574000_128575000_TP53
PROM_TFAP2C	ENHA_8_128532000_128533000_TP53
PROM_TFAP2C	ENHA_8_128144000_128145000_TP53
PROM_TFAP2C	ENHA_8_128116000_128117000_RARA
PROM_TFAP2C	ENHA_8_128114000_128115000_RARA
PROM_TFAP2C	ENHA_8_128053000_128054000_TP53
PROM_TFAP2C	ENHA_8_127945000_127946000_RARA
PROM_TFAP2C	ENHA_8_127944000_127945000_RARA
PROM_TFAP2C	ENHA_8_127927000_127928000_TP53
PROM_TFAP2C	ENHA_8_127926000_127927000_MYC
PROM_TFAP2C	ENHA_8_127926000_127927000_TP53
PROM_TFAP2C	ENHA_8_127891000_127892000_MYC
PROM_TFAP2C	ENHA_8_127882000_127883000_TP53
PROM_RBPJ	MBD2
PROM_RBPJ	L3MBTL3
PROM_RBPJ	KIF2C
PROM_RBPJ	KDM5A
PROM_RBPJ	CUX1
PROM_RBPJ	USP47
PROM_RBPJ	ZBTB10
PROM_RBPJ	SART3
PROM_RBPJ	LCOR
PROM_RBPJ	JMJD1C
PROM_RBPJ	CREM
PROM_RBPJ	NFIA
PROM_RBPJ	RCC1
PROM_RBPJ	TFAP4
PROM_RBPJ	NFIC
PROM_RBPJ	SNW1
PROM_RBPJ	PBX1
PROM_RBPJ	MED23
PROM_RBPJ	PATZ1
PROM_RBPJ	HSPB1
PROM_RBPJ	RANGAP1
PROM_RBPJ	HOXB9
PROM_RBPJ	PSIP1
PROM_RBPJ	NFIX
PROM_RBPJ	PHF8
PROM_RBPJ	NACC1
PROM_RBPJ	MYC
PROM_RBPJ	KAT2B
PROM_RBPJ	RPA2
PROM_RBPJ	KDM1A
PROM_RBPJ	CGGBP1
PROM_RBPJ	SMARCA4
PROM_RBPJ	MBD1
PROM_RBPJ	NFATC1
PROM_RBPJ	CDC27
PROM_RBPJ	H2AFY
PROM_RBPJ	RECQL
PROM_RBPJ	SMARCA5
PROM_RBPJ	MECP2
PROM_RBPJ	SMARCA1
PROM_RBPJ	NR2F2
PROM_RBPJ	SATB2
PROM_RBPJ	OGT
PROM_RBPJ	TBP
PROM_RBPJ	KDM2A
PROM_RBPJ	NOTCH1
PROM_RBPJ	CHD4
PROM_RBPJ	ATXN1
PROM_RBPJ	NCOR2
PROM_RBPJ	TP53
PROM_RBPJ	HDAC2
PROM_RBPJ	ENHA_8_128593000_128594000_TP53
PROM_RBPJ	ENHA_8_128574000_128575000_TP53
PROM_RBPJ	ENHA_8_128561000_128562000_HOXA10
PROM_RBPJ	ENHA_8_128561000_128562000_HOXB9
PROM_RBPJ	ENHA_8_128534000_128535000_CUX1
PROM_RBPJ	ENHA_8_128532000_128533000_TP53
PROM_RBPJ	ENHA_8_128531000_128532000_CREM
PROM_RBPJ	ENHA_8_128522000_128523000_HOXA10
PROM_RBPJ	ENHA_8_128506000_128507000_NR2F2
PROM_RBPJ	ENHA_8_128506000_128507000_CREM
PROM_RBPJ	ENHA_8_128292000_128293000_HOXA10
PROM_RBPJ	ENHA_8_128292000_128293000_HOXB9
PROM_RBPJ	ENHA_8_128284000_128285000_CUX1
PROM_RBPJ	ENHA_8_128230000_128231000_HOXA10
PROM_RBPJ	ENHA_8_128230000_128231000_NR2F2
PROM_RBPJ	ENHA_8_128230000_128231000_HOXB9
PROM_RBPJ	ENHA_8_128229000_128230000_NFIA
PROM_RBPJ	ENHA_8_128229000_128230000_ZNF143
PROM_RBPJ	ENHA_8_128229000_128230000_NFIX
PROM_RBPJ	ENHA_8_128227000_128228000_NR2F2
PROM_RBPJ	ENHA_8_128144000_128145000_HOXA10
PROM_RBPJ	ENHA_8_128144000_128145000_TP53
PROM_RBPJ	ENHA_8_128116000_128117000_NR2F2
PROM_RBPJ	ENHA_8_128115000_128116000_PBX1
PROM_RBPJ	ENHA_8_128075000_128076000_NFIC
PROM_RBPJ	ENHA_8_128056000_128057000_PBX1
PROM_RBPJ	ENHA_8_128055000_128056000_CUX1
PROM_RBPJ	ENHA_8_128053000_128054000_TP53
PROM_RBPJ	ENHA_8_128049000_128050000_ZNF143
PROM_RBPJ	ENHA_8_128032000_128033000_NR2F2
PROM_RBPJ	ENHA_8_128031000_128032000_NFIC
PROM_RBPJ	ENHA_8_128031000_128032000_NR2F2
PROM_RBPJ	ENHA_8_127965000_127966000_TFAP4
PROM_RBPJ	ENHA_8_127948000_127949000_NR2F2
PROM_RBPJ	ENHA_8_127948000_127949000_TP53
PROM_RBPJ	ENHA_8_127945000_127946000_PBX1
PROM_RBPJ	ENHA_8_127945000_127946000_HOXB9
PROM_RBPJ	ENHA_8_127927000_127928000_HOXA10
PROM_RBPJ	ENHA_8_127927000_127928000_TP53
PROM_RBPJ	ENHA_8_127926000_127927000_NFIA
PROM_RBPJ	ENHA_8_127926000_127927000_NFIX
PROM_RBPJ	ENHA_8_127926000_127927000_NR2F2
PROM_RBPJ	ENHA_8_127926000_127927000_MYC
PROM_RBPJ	ENHA_8_127926000_127927000_TP53
PROM_RBPJ	ENHA_8_127911000_127912000_NR2F2
PROM_RBPJ	ENHA_8_127909000_127910000_NR2F2
PROM_RBPJ	ENHA_8_127891000_127892000_MYC
PROM_RBPJ	ENHA_8_127882000_127883000_TP53
PROM_ZNF148	CEP70
PROM_ZNF148	ACTR5
PROM_ZNF148	GLRX3
PROM_ZNF148	FOXJ2
PROM_ZNF148	SIAH1
PROM_ZNF148	HDAC3
PROM_ZNF148	TP53
PROM_ZNF148	ENHA_8_128593000_128594000_TP53
PROM_ZNF148	ENHA_8_128574000_128575000_TP53
PROM_ZNF148	ENHA_8_128532000_128533000_TP53
PROM_ZNF148	ENHA_8_128144000_128145000_TP53
PROM_ZNF148	ENHA_8_128053000_128054000_TP53
PROM_ZNF148	ENHA_8_127948000_127949000_TP53
PROM_ZNF148	ENHA_8_127927000_127928000_TP53
PROM_ZNF148	ENHA_8_127926000_127927000_TP53
PROM_ZNF148	ENHA_8_127882000_127883000_TP53
ENHA_8_127839000_127840000_STAT1	RELA
ENHA_8_127839000_127840000_STAT1	UBE2I
ENHA_8_127839000_127840000_STAT1	EIF1AD
ENHA_8_127839000_127840000_STAT1	BRCA1
ENHA_8_127839000_127840000_STAT1	PRKCD
ENHA_8_127839000_127840000_STAT1	RARA
ENHA_8_127839000_127840000_STAT1	RXRA
ENHA_8_127839000_127840000_STAT1	PIAS1
ENHA_8_127839000_127840000_STAT1	XPO1
ENHA_8_127839000_127840000_STAT1	HDAC1
ENHA_8_127839000_127840000_STAT1	SMARCA4
ENHA_8_127839000_127840000_STAT1	MBD1
ENHA_8_127839000_127840000_STAT1	HDAC3
ENHA_8_127839000_127840000_STAT1	TP53
ENHA_8_127839000_127840000_STAT1	FOS
ENHA_8_127839000_127840000_STAT1	CREBBP
ENHA_8_127839000_127840000_STAT1	PPARG
ENHA_8_127839000_127840000_STAT1	EP300
ENHA_8_127839000_127840000_TEAD2	YAP1
ENHA_8_127839000_127840000_TEAD2	INTS3
ENHA_8_127839000_127840000_TEAD2	POU2F1
ENHA_8_127839000_127840000_TEAD2	BAZ1A
ENHA_8_127839000_127840000_TEAD2	NFATC1
ENHA_8_127839000_127840000_TEAD2	CDC27
ENHA_8_127839000_127840000_TEAD2	H2AFY
ENHA_8_127839000_127840000_TEAD2	RECQL
ENHA_8_127839000_127840000_TEAD2	SMARCA5
ENHA_8_127839000_127840000_TEAD2	MECP2
ENHA_8_127839000_127840000_TEAD2	SMARCA1
ENHA_8_127839000_127840000_TEAD2	NR2F2
ENHA_8_127839000_127840000_TEAD2	SATB2
ENHA_8_127839000_127840000_TEAD2	CHD4
ENHA_8_127839000_127840000_TEAD2	HUWE1
ENHA_8_127839000_127840000_STAT3	ENHA_8_127839000_127840000_PPARD
ENHA_8_127839000_127840000_STAT3	NFKB1
ENHA_8_127839000_127840000_STAT3	RELA
ENHA_8_127839000_127840000_STAT3	PGR
ENHA_8_127839000_127840000_STAT3	KHDRBS1
ENHA_8_127839000_127840000_STAT3	AR
ENHA_8_127839000_127840000_STAT3	RB1
ENHA_8_127839000_127840000_STAT3	HDAC1
ENHA_8_127839000_127840000_STAT3	PML
ENHA_8_127839000_127840000_STAT3	RPA2
ENHA_8_127839000_127840000_STAT3	KDM1A
ENHA_8_127839000_127840000_STAT3	SMARCA4
ENHA_8_127839000_127840000_STAT3	SIAH1
ENHA_8_127839000_127840000_STAT3	JUN
ENHA_8_127839000_127840000_STAT3	CREBBP
ENHA_8_127839000_127840000_STAT3	HDAC2
ENHA_8_127839000_127840000_STAT3	EP300
ENHA_8_127839000_127840000_STAT3	ENHA_8_127839000_127840000_STAT1
ENHA_8_127839000_127840000_SMAD3	ENHA_8_127839000_127840000_CTCF
ENHA_8_127839000_127840000_SMAD3	ENHA_8_127839000_127840000_SMAD5
ENHA_8_127839000_127840000_SMAD3	CITED2
ENHA_8_127839000_127840000_SMAD3	CEBPD
ENHA_8_127839000_127840000_SMAD3	SREBF2
ENHA_8_127839000_127840000_SMAD3	HEY1
ENHA_8_127839000_127840000_SMAD3	CHD8
ENHA_8_127839000_127840000_SMAD3	SNW1
ENHA_8_127839000_127840000_SMAD3	JUNB
ENHA_8_127839000_127840000_SMAD3	RUNX2
ENHA_8_127839000_127840000_SMAD3	RELA
ENHA_8_127839000_127840000_SMAD3	CDK2
ENHA_8_127839000_127840000_SMAD3	APP
ENHA_8_127839000_127840000_SMAD3	OTUB1
ENHA_8_127839000_127840000_SMAD3	BRCA1
ENHA_8_127839000_127840000_SMAD3	MYC
ENHA_8_127839000_127840000_SMAD3	FHL2
ENHA_8_127839000_127840000_SMAD3	PIN1
ENHA_8_127839000_127840000_SMAD3	YY1
ENHA_8_127839000_127840000_SMAD3	AR
ENHA_8_127839000_127840000_SMAD3	SMAD4
ENHA_8_127839000_127840000_SMAD3	MAX
ENHA_8_127839000_127840000_SMAD3	HDAC1
ENHA_8_127839000_127840000_SMAD3	KAT2B
ENHA_8_127839000_127840000_SMAD3	KDM2A
ENHA_8_127839000_127840000_SMAD3	NOTCH1
ENHA_8_127839000_127840000_SMAD3	TP53
ENHA_8_127839000_127840000_SMAD3	JUN
ENHA_8_127839000_127840000_SMAD3	FOS
ENHA_8_127839000_127840000_SMAD3	CREBBP
ENHA_8_127839000_127840000_SMAD3	EP300
PROM_PLAG1	KPNA2
PROM_PLAG1	SMAD3
PROM_PLAG1	ENHA_8_128561000_128562000_SMAD3
PROM_PLAG1	ENHA_8_127942000_127943000_SMAD3
PROM_PLAG1	ENHA_8_127839000_127840000_SMAD3
PROM_E2F4	TRRAP
PROM_E2F4	ATAD2
PROM_E2F4	CDK2
PROM_E2F4	CDK4
PROM_E2F4	RBL2
PROM_E2F4	HCFC1
PROM_E2F4	TFDP2
PROM_E2F4	RB1
PROM_E2F4	XPO1
PROM_E2F4	SMAD3
PROM_E2F4	HDAC1
PROM_E2F4	PML
PROM_E2F4	ENHA_8_128561000_128562000_SMAD3
PROM_E2F4	ENHA_8_127942000_127943000_SMAD3
PROM_E2F4	ENHA_8_127839000_127840000_SMAD3
PROM_KLF4	CTBP1
PROM_KLF4	HUWE1
PROM_KLF4	CREBBP
PROM_KLF4	HDAC2
PROM_KLF4	AURKA
PROM_KLF4	KAT5
PROM_KLF4	PPARG
PROM_KLF4	VHL
PROM_KLF4	EP300
PROM_KLF4	ENHA_8_128593000_128594000_PPARG
PROM_KLF4	ENHA_8_128566000_128567000_PPARG
PROM_KLF4	ENHA_8_128344000_128345000_SP1
PROM_KLF4	ENHA_8_128292000_128293000_PPARG
PROM_KLF4	ENHA_8_128054000_128055000_SP1
PROM_KLF4	ENHA_8_127945000_127946000_SP1
PROM_KLF4	ENHA_8_127944000_127945000_SP1
PROM_KLF4	ENHA_8_127936000_127937000_SP1
PROM_KLF4	ENHA_8_127908000_127909000_SP1
PROM_KLF4	ENHA_8_127891000_127892000_SP1
ENHA_8_127838000_127839000_STAT1	RELA
ENHA_8_127838000_127839000_STAT1	UBE2I
ENHA_8_127838000_127839000_STAT1	EIF1AD
ENHA_8_127838000_127839000_STAT1	BRCA1
ENHA_8_127838000_127839000_STAT1	PRKCD
ENHA_8_127838000_127839000_STAT1	RARA
ENHA_8_127838000_127839000_STAT1	RXRA
ENHA_8_127838000_127839000_STAT1	PIAS1
ENHA_8_127838000_127839000_STAT1	XPO1
ENHA_8_127838000_127839000_STAT1	HDAC1
ENHA_8_127838000_127839000_STAT1	SMARCA4
ENHA_8_127838000_127839000_STAT1	MBD1
ENHA_8_127838000_127839000_STAT1	HDAC3
ENHA_8_127838000_127839000_STAT1	TP53
ENHA_8_127838000_127839000_STAT1	FOS
ENHA_8_127838000_127839000_STAT1	CREBBP
ENHA_8_127838000_127839000_STAT1	PPARG
ENHA_8_127838000_127839000_STAT1	EP300
ENHA_8_127838000_127839000_ELF1	NFKB1
ENHA_8_127838000_127839000_ELF1	RB1
ENHA_8_127838000_127839000_E2F1	SKP2
ENHA_8_127838000_127839000_E2F1	XIAP
ENHA_8_127838000_127839000_E2F1	NFKB1
ENHA_8_127838000_127839000_E2F1	ATAD2
ENHA_8_127838000_127839000_E2F1	CDK2
ENHA_8_127838000_127839000_E2F1	RING1
ENHA_8_127838000_127839000_E2F1	NCOA3
ENHA_8_127838000_127839000_E2F1	PHF8
ENHA_8_127838000_127839000_E2F1	MDM2
ENHA_8_127838000_127839000_E2F1	BRCA1
ENHA_8_127838000_127839000_E2F1	SIRT1
ENHA_8_127838000_127839000_E2F1	PARP1
ENHA_8_127838000_127839000_E2F1	RB1
ENHA_8_127838000_127839000_E2F1	HDAC1
ENHA_8_127838000_127839000_E2F1	KAT2B
ENHA_8_127838000_127839000_E2F1	NCOR2
ENHA_8_127838000_127839000_E2F1	CREBBP
ENHA_8_127838000_127839000_E2F1	ENHA_8_127838000_127839000_STAT1
ENHA_8_127838000_127839000_STAT3	ENHA_8_127838000_127839000_NR3C1
ENHA_8_127838000_127839000_STAT3	ENHA_8_127838000_127839000_NR4A1
ENHA_8_127838000_127839000_STAT3	NFKB1
ENHA_8_127838000_127839000_STAT3	RELA
ENHA_8_127838000_127839000_STAT3	PGR
ENHA_8_127838000_127839000_STAT3	KHDRBS1
ENHA_8_127838000_127839000_STAT3	AR
ENHA_8_127838000_127839000_STAT3	RB1
ENHA_8_127838000_127839000_STAT3	HDAC1
ENHA_8_127838000_127839000_STAT3	PML
ENHA_8_127838000_127839000_STAT3	RPA2
ENHA_8_127838000_127839000_STAT3	KDM1A
ENHA_8_127838000_127839000_STAT3	SMARCA4
ENHA_8_127838000_127839000_STAT3	SIAH1
ENHA_8_127838000_127839000_STAT3	CREBBP
ENHA_8_127838000_127839000_STAT3	HDAC2
ENHA_8_127838000_127839000_STAT3	EP300
ENHA_8_127838000_127839000_STAT3	ENHA_8_127838000_127839000_STAT1
ENHA_8_127838000_127839000_BCL6	BCOR
ENHA_8_127838000_127839000_BCL6	DROSHA
ENHA_8_127838000_127839000_BCL6	E2F3
ENHA_8_127838000_127839000_BCL6	ZBTB17
ENHA_8_127838000_127839000_BCL6	NCOR1
ENHA_8_127838000_127839000_BCL6	MED23
ENHA_8_127838000_127839000_BCL6	PATZ1
ENHA_8_127838000_127839000_BCL6	GLRX3
ENHA_8_127838000_127839000_BCL6	CTBP1
ENHA_8_127838000_127839000_BCL6	NACC1
ENHA_8_127838000_127839000_BCL6	PIN1
ENHA_8_127838000_127839000_BCL6	YY1
ENHA_8_127838000_127839000_BCL6	HDAC1
ENHA_8_127838000_127839000_BCL6	KDM2A
ENHA_8_127838000_127839000_BCL6	NCOR2
ENHA_8_127838000_127839000_BCL6	SIAH1
ENHA_8_127838000_127839000_BCL6	HDAC3
ENHA_8_127838000_127839000_BCL6	EP300
ENHA_8_127838000_127839000_CEBPA	SKP2
ENHA_8_127838000_127839000_CEBPA	CDK2
